"product_key","product_id","product_name","category"
569,"67-130-4114",Bell Pepper,Fruits & Vegetables
570,"46-415-8633",Apple,Fruits & Vegetables
571,"49-311-3063",Kiwi,Fruits & Vegetables
572,"69-834-2874",Oatmeal Biscuit,Bakery
573,"12-798-9401",Cream,Dairy
574,"82-977-7752",Spinach,Fruits & Vegetables
575,"27-216-9671",Sesame Oil,Oils & Fats
576,"52-392-5312",All-Purpose Flour,Grains & Pulses
577,"95-130-9020",Heavy Cream,Dairy
578,"48-414-6162",Arabica Coffee,Beverages
579,"37-666-3902",Cauliflower,Fruits & Vegetables
580,"22-141-9798",White Sugar,Grains & Pulses
581,"10-249-7928",Black Rice,Grains & Pulses
582,"90-737-0044",Black Rice,Grains & Pulses
583,"16-187-5729",Black Tea,Beverages
584,"35-257-9312",Parmesan Cheese,Dairy
585,"71-067-3278",Anchovies,Seafood
586,"28-986-8001",Pomegranate,Fruits & Vegetables
587,"16-632-1308",Arabica Coffee,Beverages
588,"24-009-1208",White Tea,Beverages
589,"35-353-4068",Bread Flour,Grains & Pulses
590,"73-117-6105",Brown Rice,Grains & Pulses
591,"94-190-5193",Carrot,Fruits & Vegetables
592,"63-956-0739",Robusta Coffee,Beverages
593,"01-903-5373",Strawberries,Fruits & Vegetables
594,"34-861-4446",Ricotta Cheese,Dairy
595,"44-634-8292",Whole Wheat Flour,Grains & Pulses
596,"37-606-0510",Milk,Dairy
597,"08-940-8578",Onion,Fruits & Vegetables
598,"91-553-1774",Feta Cheese,Dairy
599,"28-824-9017",Trout,Seafood
600,"62-509-0666",Almond Flour,Grains & Pulses
601,"77-937-1108",White Sugar,Grains & Pulses
602,"11-733-1756",Rice Flour,Grains & Pulses
603,"63-162-9244",Eggplant,Fruits & Vegetables
604,"35-835-5591",Tilapia,Seafood
605,"54-374-9986",Cream,Dairy
606,"39-768-8205",Egg (Turkey),Dairy
607,"39-232-5341",Arborio Rice,Grains & Pulses
608,"41-526-4036",Whipped Cream,Dairy
609,"74-430-8245",Peach,Fruits & Vegetables
610,"77-377-1659",Almond Flour,Grains & Pulses
611,"24-364-3341",Egg (Turkey),Dairy
612,"64-854-8664",Peanut Oil,Oils & Fats
613,"61-796-6540",Ricotta Cheese,Dairy
614,"12-998-3882",Egg (Turkey),Dairy
615,"71-300-2191",Broccoli,Fruits & Vegetables
616,"74-587-2065",Pear,Fruits & Vegetables
617,"51-312-8608",Cheddar Cheese,Dairy
618,"73-401-5721",Haddock,Seafood
619,"17-493-4579",Almond Flour,Grains & Pulses
620,"26-456-1992",Tilapia,Seafood
621,"28-840-6096",Pomegranate,Fruits & Vegetables
622,"73-997-6251",Bell Pepper,Fruits & Vegetables
623,"94-697-2396",Sourdough Bread,Bakery
624,"29-823-6004",Zucchini,Fruits & Vegetables
625,"29-592-7315",Arborio Rice,Grains & Pulses
626,"07-970-9352",Bell Pepper,Fruits & Vegetables
627,"80-441-7249",Wild Rice,Grains & Pulses
628,"45-380-4627",Cabbage,Fruits & Vegetables
629,"88-746-9468",Onion,Fruits & Vegetables
630,"87-097-5691",Robusta Coffee,Beverages
631,"68-436-1268",Egg (Duck),Dairy
632,"28-608-0039",Lemon,Fruits & Vegetables
633,"97-300-7511",Egg (Duck),Dairy
634,"60-771-0879",Blueberries,Fruits & Vegetables
635,"40-751-8635",Pineapple,Fruits & Vegetables
636,"12-828-1063",Mozzarella Cheese,Dairy
637,"27-389-3529",Haddock,Seafood
638,"86-978-6666",Whole Wheat Flour,Grains & Pulses
639,"40-997-2786",Yogurt,Dairy
640,"87-903-3486",Peanut Oil,Oils & Fats
641,"13-980-8804",Sweet Potato,Fruits & Vegetables
642,"65-368-2479",Egg (Turkey),Dairy
643,"44-480-9446",Sunflower Oil,Oils & Fats
644,"88-586-8797",Grapes,Fruits & Vegetables
645,"41-240-8856",Haddock,Seafood
646,"76-070-1411",Evaporated Milk,Dairy
647,"04-240-2226",Olive Oil,Oils & Fats
648,"53-146-9979",Powdered Sugar,Grains & Pulses
649,"93-815-0565",Sesame Oil,Oils & Fats
650,"10-034-7654",Bread Flour,Grains & Pulses
651,"82-395-5070",Chocolate Biscuit,Bakery
652,"93-015-0811",Pineapple,Fruits & Vegetables
653,"55-697-5242",Ricotta Cheese,Dairy
654,"36-330-5036",Salmon,Seafood
655,"77-224-2227",Almond Flour,Grains & Pulses
656,"33-335-9140",Olive Oil,Oils & Fats
657,"38-732-7667",Pineapple,Fruits & Vegetables
658,"40-902-1995",Asparagus,Fruits & Vegetables
659,"70-815-4015",Butter Biscuit,Bakery
660,"41-735-9837",Robusta Coffee,Beverages
661,"91-257-3672",Tilapia,Seafood
662,"08-226-5155",Bell Pepper,Fruits & Vegetables
663,"26-690-3784",Lettuce,Fruits & Vegetables
664,"11-316-8405",Mango,Fruits & Vegetables
665,"75-927-9108",Cabbage,Fruits & Vegetables
666,"33-507-9886",Pineapple,Fruits & Vegetables
667,"96-164-0607",Coconut Oil,Oils & Fats
668,"76-264-0748",Eggplant,Fruits & Vegetables
669,"78-237-0277",Black Tea,Beverages
670,"83-716-2177",Halibut,Seafood
671,"98-652-9569",Butter Biscuit,Bakery
672,"74-845-3299",Green Tea,Beverages
673,"35-836-6718",Ricotta Cheese,Dairy
674,"70-854-6891",Sourdough Bread,Bakery
675,"00-440-9568",Blueberries,Fruits & Vegetables
676,"60-343-7973",Multigrain Bread,Bakery
677,"29-436-6570",Digestive Biscuit,Bakery
678,"78-362-8578",Lemon,Fruits & Vegetables
679,"14-521-4167",Buttermilk,Dairy
680,"53-805-9523",Sourdough Bread,Bakery
682,"10-555-5971",Sourdough Bread,Bakery
683,"47-581-0363",Parmesan Cheese,Dairy
684,"46-931-6897",Cream,Dairy
685,"08-703-1382",Peach,Fruits & Vegetables
686,"68-977-2498",Grapes,Fruits & Vegetables
687,"06-706-6490",Green Tea,Beverages
688,"65-854-9364",Black Rice,Grains & Pulses
689,"55-803-3964",Bread Flour,Grains & Pulses
690,"79-428-8753",Cabbage,Fruits & Vegetables
691,"49-861-7823",Coconut,Fruits & Vegetables
692,"65-282-0419",White Tea,Beverages
693,"57-903-6434",Tomato,Fruits & Vegetables
694,"58-182-6781",Oatmeal Biscuit,Bakery
695,"76-540-6407",Orange,Fruits & Vegetables
696,"27-459-0724",Feta Cheese,Dairy
697,"19-047-4239",Peach,Fruits & Vegetables
698,"15-884-7413",Apple,Fruits & Vegetables
699,"13-888-0149",Lime,Fruits & Vegetables
700,"97-283-4840",Palm Oil,Oils & Fats
701,"40-021-2400",Zucchini,Fruits & Vegetables
702,"13-144-2169",Eggplant,Fruits & Vegetables
703,"46-255-3073",Tilapia,Seafood
704,"74-132-5528",Cauliflower,Fruits & Vegetables
705,"40-683-0283",White Sugar,Grains & Pulses
706,"58-946-5152",Bread Flour,Grains & Pulses
707,"09-101-1740",Sushi Rice,Grains & Pulses
708,"29-135-0791",Jasmine Rice,Grains & Pulses
709,"54-109-8062",Sushi Rice,Grains & Pulses
710,"91-848-0606",Onion,Fruits & Vegetables
711,"60-911-3745",Black Rice,Grains & Pulses
712,"70-542-4269",Gouda Cheese,Dairy
713,"94-071-2261",Pear,Fruits & Vegetables
714,"44-552-3909",Pear,Fruits & Vegetables
715,"22-778-3553",Cheddar Cheese,Dairy
716,"89-673-1543",Digestive Biscuit,Bakery
717,"43-469-7551",Arabica Coffee,Beverages
718,"02-888-9412",Cauliflower,Fruits & Vegetables
719,"00-215-7434",Egg (Goose),Dairy
720,"93-342-8794",Bread Flour,Grains & Pulses
721,"07-679-1199",Onion,Fruits & Vegetables
722,"48-957-6116",Eggplant,Fruits & Vegetables
723,"38-924-3007",Peas,Fruits & Vegetables
724,"83-321-7887",Egg (Duck),Dairy
725,"76-340-4432",Cucumber,Fruits & Vegetables
726,"64-493-5270",Palm Oil,Oils & Fats
727,"14-836-2894",Apple,Fruits & Vegetables
728,"31-969-4614",Arabica Coffee,Beverages
729,"81-354-4203",Haddock,Seafood
730,"47-548-6500",Onion,Fruits & Vegetables
731,"42-907-6946",Coconut Oil,Oils & Fats
732,"21-693-8216",Corn Oil,Oils & Fats
733,"76-954-1442",Arabica Coffee,Beverages
734,"17-504-3699",Sweet Potato,Fruits & Vegetables
735,"96-961-2193",Jasmine Rice,Grains & Pulses
736,"55-154-4728",Arabica Coffee,Beverages
737,"05-899-1428",Avocado Oil,Oils & Fats
738,"37-246-0018",Broccoli,Fruits & Vegetables
739,"92-791-0606",Short Grain Rice,Grains & Pulses
740,"46-496-2930",Pomegranate,Fruits & Vegetables
741,"42-495-7698",Sushi Rice,Grains & Pulses
742,"26-134-9069",Whipped Cream,Dairy
743,"03-597-9488",Buttermilk,Dairy
744,"35-621-2546",Swiss Cheese,Dairy
745,"84-269-9130",Long Grain Rice,Grains & Pulses
746,"08-213-2058",Sour Cream,Dairy
747,"74-562-7431",Vanilla Biscuit,Bakery
748,"40-795-0753",Raw Sugar,Grains & Pulses
749,"01-173-0029",Blueberries,Fruits & Vegetables
750,"34-075-0371",Watermelon,Fruits & Vegetables
751,"24-143-4957",Canola Oil,Oils & Fats
752,"82-948-2298",Kiwi,Fruits & Vegetables
753,"21-120-6238",All-Purpose Flour,Grains & Pulses
754,"93-682-2069",Lime,Fruits & Vegetables
755,"34-369-7712",Apricot,Fruits & Vegetables
756,"44-408-7594",Eggplant,Fruits & Vegetables
757,"42-175-1648",Pomegranate,Fruits & Vegetables
758,"63-822-5278",Pomegranate,Fruits & Vegetables
759,"86-257-4613",Jasmine Rice,Grains & Pulses
760,"69-561-2496",Banana,Fruits & Vegetables
761,"89-328-9019",Bread Flour,Grains & Pulses
762,"83-553-9523",Buttermilk,Dairy
763,"42-674-3917",Whole Wheat Flour,Grains & Pulses
764,"49-377-9731",Lime,Fruits & Vegetables
765,"28-008-2951",Broccoli,Fruits & Vegetables
766,"34-928-2775",Coconut,Fruits & Vegetables
767,"49-730-0159",Cream,Dairy
768,"84-624-0201",Bread Flour,Grains & Pulses
769,"95-357-2870",Arborio Rice,Grains & Pulses
770,"20-387-7746",Powdered Sugar,Grains & Pulses
771,"41-729-5410",Sardines,Seafood
772,"29-377-7040",Short Grain Rice,Grains & Pulses
773,"02-484-0206",Short Grain Rice,Grains & Pulses
774,"10-617-7581",Peanut Oil,Oils & Fats
775,"05-720-8792",Carrot,Fruits & Vegetables
776,"80-988-4653",Zucchini,Fruits & Vegetables
777,"73-567-6194",Whipped Cream,Dairy
778,"35-031-1497",Green Coffee,Beverages
779,"83-573-4586",Sesame Oil,Oils & Fats
780,"49-579-4325",Ricotta Cheese,Dairy
781,"97-093-4278",Buttermilk,Dairy
782,"15-846-7959",Zucchini,Fruits & Vegetables
783,"26-010-9519",Trout,Seafood
784,"99-543-5039",Lemon,Fruits & Vegetables
785,"22-083-3347",Long Grain Rice,Grains & Pulses
786,"71-999-2404",Mango,Fruits & Vegetables
787,"61-582-7399",Apricot,Fruits & Vegetables
788,"44-128-2185",Jasmine Rice,Grains & Pulses
789,"10-626-8536",Coconut Sugar,Grains & Pulses
790,"47-221-2470",Pomegranate,Fruits & Vegetables
791,"44-538-3366",Tuna,Seafood
792,"15-169-8058",Bread Flour,Grains & Pulses
793,"03-276-3931",Mango,Fruits & Vegetables
794,"13-900-9016",Bell Pepper,Fruits & Vegetables
795,"73-010-8323",Tuna,Seafood
796,"64-119-7804",Bell Pepper,Fruits & Vegetables
797,"51-469-4611",Long Grain Rice,Grains & Pulses
798,"32-933-0329",Blueberries,Fruits & Vegetables
799,"87-675-1506",Strawberries,Fruits & Vegetables
800,"22-760-4605",Yogurt,Dairy
801,"67-027-7269",Mushrooms,Fruits & Vegetables
802,"88-401-3700",Cauliflower,Fruits & Vegetables
803,"02-275-6061",Potato,Fruits & Vegetables
804,"39-449-0772",Feta Cheese,Dairy
805,"21-633-8696",Coconut Sugar,Grains & Pulses
806,"48-193-1199",Canola Oil,Oils & Fats
807,"17-647-0503",Cod,Seafood
808,"51-069-0489",Bread Flour,Grains & Pulses
809,"47-221-3391",Black Coffee,Beverages
810,"17-395-1121",Plum,Fruits & Vegetables
811,"27-262-2437",Swiss Cheese,Dairy
812,"63-874-9747",Orange,Fruits & Vegetables
813,"54-708-7327",Jasmine Rice,Grains & Pulses
814,"84-198-7276",Peanut Oil,Oils & Fats
815,"49-526-7806",Kale,Fruits & Vegetables
816,"06-690-2335",Jasmine Rice,Grains & Pulses
817,"95-738-4658",Green Coffee,Beverages
818,"72-404-5581",Almond Flour,Grains & Pulses
819,"82-711-0772",Egg (Goose),Dairy
820,"01-439-6231",Sunflower Oil,Oils & Fats
821,"28-956-1320",Greek Yogurt,Dairy
822,"13-798-3397",Egg (Turkey),Dairy
823,"66-627-9752",Trout,Seafood
824,"02-575-1980",Plum,Fruits & Vegetables
825,"20-448-2972",Asparagus,Fruits & Vegetables
826,"00-357-2313",Avocado Oil,Oils & Fats
827,"33-440-2588",Bell Pepper,Fruits & Vegetables
828,"08-725-8156",Tilapia,Seafood
829,"70-005-5970",Apple,Fruits & Vegetables
830,"28-185-7303",Robusta Coffee,Beverages
831,"85-440-3667",Gouda Cheese,Dairy
832,"21-993-5632",Watermelon,Fruits & Vegetables
833,"69-743-0161",Bread Flour,Grains & Pulses
834,"04-293-6969",Peach,Fruits & Vegetables
835,"69-287-9113",Zucchini,Fruits & Vegetables
836,"46-520-1819",Short Grain Rice,Grains & Pulses
837,"76-476-9996",Chocolate Biscuit,Bakery
838,"14-305-9690",Sushi Rice,Grains & Pulses
839,"44-782-1395",Raw Sugar,Grains & Pulses
840,"73-942-0508",Kale,Fruits & Vegetables
841,"91-426-3204",Haddock,Seafood
842,"45-992-5653",Whole Wheat Flour,Grains & Pulses
843,"65-867-4029",Peach,Fruits & Vegetables
844,"66-378-7532",Blueberries,Fruits & Vegetables
845,"86-482-6451",White Tea,Beverages
846,"33-670-6797",Mackerel,Seafood
847,"64-109-7362",Anchovies,Seafood
848,"96-316-7600",Bell Pepper,Fruits & Vegetables
849,"92-291-7089",Cheese,Dairy
850,"68-973-8812",Sweet Potato,Fruits & Vegetables
851,"37-248-6266",Pear,Fruits & Vegetables
852,"20-031-0532",Mango,Fruits & Vegetables
853,"88-602-8210",Avocado Oil,Oils & Fats
854,"52-402-9245",Broccoli,Fruits & Vegetables
855,"29-741-8132",Kale,Fruits & Vegetables
856,"70-149-6756",Heavy Cream,Dairy
857,"28-433-8533",Multigrain Bread,Bakery
858,"50-329-3360",Wild Rice,Grains & Pulses
859,"60-198-7050",Green Tea,Beverages
860,"28-107-4953",Chocolate Biscuit,Bakery
861,"13-673-7016",Peach,Fruits & Vegetables
862,"11-922-3342",Black Coffee,Beverages
863,"69-674-5387",Yogurt,Dairy
864,"98-575-4736",Cucumber,Fruits & Vegetables
865,"53-446-8243",Orange,Fruits & Vegetables
866,"31-387-5020",Parmesan Cheese,Dairy
867,"31-211-5803",Oatmeal Biscuit,Bakery
868,"90-303-1821",Onion,Fruits & Vegetables
869,"12-239-9399",Potato,Fruits & Vegetables
870,"95-354-8583",Long Grain Rice,Grains & Pulses
871,"56-875-3717",Brown Rice,Grains & Pulses
872,"23-395-3157",Vegetable Oil,Oils & Fats
873,"48-957-8596",Banana,Fruits & Vegetables
874,"60-456-8169",Cheddar Cheese,Dairy
875,"52-123-8039",Pomegranate,Fruits & Vegetables
876,"83-763-5038",Buttermilk,Dairy
877,"82-678-8097",Cottage Cheese,Dairy
878,"85-237-3505",Green Tea,Beverages
879,"06-849-4869",Sesame Oil,Oils & Fats
880,"41-475-5305",Rye Bread,Bakery
881,"80-072-8774",Tuna,Seafood
882,"02-895-7781",Coconut Sugar,Grains & Pulses
883,"42-887-6557",Long Grain Rice,Grains & Pulses
884,"70-206-4860",Egg (Quail),Dairy
885,"80-658-6456",Mango,Fruits & Vegetables
886,"05-498-7751",Cauliflower,Fruits & Vegetables
887,"66-327-2821",Palm Oil,Oils & Fats
888,"90-128-7973",Black Rice,Grains & Pulses
889,"08-114-3922",Anchovies,Seafood
890,"18-107-7886",Evaporated Milk,Dairy
891,"47-578-4161",Anchovies,Seafood
892,"99-194-5600",Cauliflower,Fruits & Vegetables
893,"52-029-2382",Coconut Oil,Oils & Fats
894,"27-269-5260",Pineapple,Fruits & Vegetables
895,"21-718-6746",Coconut,Fruits & Vegetables
896,"11-745-3025",Peach,Fruits & Vegetables
897,"14-305-5348",Cheese,Dairy
898,"65-464-5070",Heavy Cream,Dairy
899,"65-235-7676",Whole Wheat Bread,Bakery
900,"28-003-8065",Almond Flour,Grains & Pulses
901,"29-017-6255",Bell Pepper,Fruits & Vegetables
902,"67-473-7093",Black Tea,Beverages
903,"45-050-4720",Black Rice,Grains & Pulses
904,"88-408-0310",Corn Oil,Oils & Fats
905,"24-579-6500",Anchovies,Seafood
906,"93-218-8108",Heavy Cream,Dairy
907,"38-655-2312",Kale,Fruits & Vegetables
908,"72-970-0239",Sesame Oil,Oils & Fats
909,"95-356-1566",Grapes,Fruits & Vegetables
910,"11-338-4598",Potato,Fruits & Vegetables
911,"25-349-7974",Spinach,Fruits & Vegetables
912,"45-317-9731",Palm Oil,Oils & Fats
913,"08-495-6853",Heavy Cream,Dairy
914,"20-225-3930",White Tea,Beverages
915,"52-797-6961",Tilapia,Seafood
916,"04-038-1547",Rye Bread,Bakery
917,"30-429-2162",Black Rice,Grains & Pulses
918,"50-772-2613",Cheddar Cheese,Dairy
919,"41-131-3841",Almond Flour,Grains & Pulses
920,"57-101-0060",Whole Wheat Flour,Grains & Pulses
921,"25-911-7736",Orange,Fruits & Vegetables
922,"48-289-0604",Vegetable Oil,Oils & Fats
923,"19-323-0506",Halibut,Seafood
924,"75-094-1179",Rye Bread,Bakery
925,"82-380-5378",Cheese,Dairy
926,"50-679-2072",Canola Oil,Oils & Fats
927,"24-310-9184",Rye Bread,Bakery
928,"16-499-5059",Pear,Fruits & Vegetables
929,"43-153-8268",Vegetable Oil,Oils & Fats
930,"37-567-3218",Almond Flour,Grains & Pulses
931,"01-018-6418",Chocolate Biscuit,Bakery
932,"39-479-5147",Tuna,Seafood
933,"98-556-5323",Pomegranate,Fruits & Vegetables
934,"19-112-1616",Lettuce,Fruits & Vegetables
935,"36-296-9609",Sunflower Oil,Oils & Fats
936,"93-813-2419",Digestive Biscuit,Bakery
937,"48-789-9187",Peach,Fruits & Vegetables
938,"06-611-5454",Peanut Oil,Oils & Fats
939,"31-746-4951",Whole Wheat Flour,Grains & Pulses
940,"88-304-2855",Pineapple,Fruits & Vegetables
941,"53-930-2215",Egg (Goose),Dairy
942,"99-961-0767",Heavy Cream,Dairy
943,"62-795-7801",Palm Oil,Oils & Fats
944,"53-008-2419",Jasmine Rice,Grains & Pulses
945,"31-255-9616",Tuna,Seafood
946,"67-710-5120",Bread Flour,Grains & Pulses
947,"80-227-6886",Garlic,Fruits & Vegetables
948,"75-672-4378",Pomegranate,Fruits & Vegetables
949,"48-427-0551",Arabica Coffee,Beverages
950,"06-858-5680",Sesame Oil,Oils & Fats
951,"30-806-3823",Jasmine Rice,Grains & Pulses
952,"01-820-5784",Egg (Duck),Dairy
953,"46-632-8420",Whipped Cream,Dairy
954,"69-578-7930",Brown Rice,Grains & Pulses
955,"59-857-6577",Evaporated Milk,Dairy
956,"11-891-8213",Peanut Oil,Oils & Fats
957,"66-854-5736",Kiwi,Fruits & Vegetables
958,"31-803-5001",Asparagus,Fruits & Vegetables
959,"82-931-7126",Asparagus,Fruits & Vegetables
960,"15-905-7750",Apricot,Fruits & Vegetables
961,"64-418-8356",Sunflower Oil,Oils & Fats
962,"02-920-4829",White Bread,Bakery
963,"11-581-9869",Carrot,Fruits & Vegetables
964,"83-400-9746",Mozzarella Cheese,Dairy
965,"65-780-5622",Butter Biscuit,Bakery
966,"81-844-2979",Broccoli,Fruits & Vegetables
967,"29-092-3453",Spinach,Fruits & Vegetables
968,"89-335-0155",Brown Rice,Grains & Pulses
969,"24-228-6840",Herbal Tea,Beverages
970,"29-205-1132",Sushi Rice,Grains & Pulses
971,"11-766-8738",Watermelon,Fruits & Vegetables
972,"90-492-0564",Pomegranate,Fruits & Vegetables
973,"00-405-7428",Apple,Fruits & Vegetables
974,"89-713-6071",Sesame Oil,Oils & Fats
975,"44-305-1866",Butter,Dairy
976,"71-074-6292",Sourdough Bread,Bakery
977,"67-625-9704",Sardines,Seafood
978,"47-663-5703",Basmati Rice,Grains & Pulses
979,"76-090-4411",Ricotta Cheese,Dairy
980,"21-252-1360",Corn Oil,Oils & Fats
981,"34-538-1180",Sour Cream,Dairy
982,"79-920-2395",Mushrooms,Fruits & Vegetables
983,"78-614-4402",Green Beans,Fruits & Vegetables
984,"04-104-6993",Buttermilk,Dairy
985,"80-459-5950",Arabica Coffee,Beverages
986,"38-617-7226",Mushrooms,Fruits & Vegetables
987,"92-837-8839",Vegetable Oil,Oils & Fats
988,"32-987-5559",Green Tea,Beverages
989,"78-689-8958",White Tea,Beverages
990,"84-629-1532",Arabica Coffee,Beverages
307,"10-378-9729",Cabbage,Fruits & Vegetables
